VMV_CODE,VARIABLE_CODE,VARIABLE,VARIABLE_FR,VARIABLE_TYPE,VARIABLE_TYPE_FR,UNIT_UNITÉ,UNIT_NAME,UNITÉ_NOM,METHOD_CODE,METHOD_TITLE,MÉTHODE_TITRE,,,,,,,,
100252,766,ANTIMONY TOTAL,ANTIMOINE TOTAL,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2640,"DETERMINATION OF TOTAL ARSENIC, ANTIMONY AND SELENIUM BY INDUCTIVELY-COUPLED ARGON PLASMA.","DÉTERMINATION DE L'ARSENIC, DE L'ANTIMOINE ET DU SÉLÉNIUM TOTAUX PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP)",,,,,,,,
100253,376,ARSENIC DISSOLVED,ARSENIC DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2641,"DETERMINATION OF  DISSOLVED ARSENIC, ANTIMONY AND SELENIUM BY INDUCTIVELY-COUPLED ARGON PLASMA.","DÉTERMINATION DE L'ARSENIC, DE L'ANTIMOINE ET DU SÉLÉNIUM DISSOUS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP)",,,,,,,,
100254,779,SELENIUM DISSOLVED,SÉLÉNIUM DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2641,"DETERMINATION OF  DISSOLVED ARSENIC, ANTIMONY AND SELENIUM BY INDUCTIVELY-COUPLED ARGON PLASMA.","DÉTERMINATION DE L'ARSENIC, DE L'ANTIMOINE ET DU SÉLÉNIUM DISSOUS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP)",,,,,,,,
100300,475,CARBON DISSOLVED INORGANIC,CARBONE INORGANIQUE DISSOUS,CARBON,CARBONE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2658,INORGANIC CARBON BY INFRARED ANALYSIS.,CARBONE INORGANIQUE PAR ANALYSE INFRAROUGE,,,,,,,,
100304,2652,NITRITE & NITRATE FILTERED,NITRITES & NITRATES FILTRÉS,NITROGEN,AZOTE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2671,FILTERED NITRATE NITRITES BY COLORIMETRY ON TRAACS 800 AUTOANALYSER,NITRITES NITRATES FILTRÉS PAR COLORIMÉTRIE SUR AUTOANALYSEUR TRAACS 800,,,,,,,,
100305,2653,NITRITE & NITRATE UNFILTERED,NITRITES & NITRATES NON-FILTRÉS,NITROGEN,AZOTE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2669,UNFILTERED NITRATE NITRITES BY COLORIMETRY ON TRAACS 800 AUTOANALYSER,NITRITES NITRATES NON-FILTRÉS PAR COLORIMÉTRIE SUR AUTOANALYSEUR TRAACS 800,,,,,,,,
100306,2654,AMMONIA - FILTERED,AMMONIAC - FILTRÉ,NITROGEN,AZOTE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2672,FILTERED AMMONIA BY COLORIMETRY ON TRACCS 800 AUTOANALYSER,AZOTE AMMONIACAL FILTRÉ PAR COLORIMÉTRIE SUR AUTOANALYSEUR TRAACS 800,,,,,,,,
100307,2655,AMMONIA - UNFILTERED,AMMONIAC - NON-FILTRÉ,NITROGEN,AZOTE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2670,UNFILTERED AMMONIA BY COLORIMETRY ON TRACCS 800 AUTOANALYSER,AZOTE AMMONIACAL NON-FILTRÉ PAR COLORIMÉTRIE SUR AUTOANALYSEUR TRAACS 800,,,,,,,,
100324,350,SILVER TOTAL,ARGENT TOTAL,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2650,TOTAL SILVER BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROSCOPY,ARGENT TOTAL PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100325,348,SILVER DISSOLVED,ARGENT DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2651,DISSOLVED SILVER BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROSCOPY,ARGENT DISSOUS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100424,966,MOISTURE,HUMIDITÉ,PHYSICAL,PHYSIQUE,%,PERCENT,POURCENT,2698,SAMPLE MOISTURE (%),% HUMIDITÉ DE L'ÉCHANTILLON,,,,,,,,
100431,404,CALCIUM DISSOLVED/FILTERED,CALCIUM DISSOUS/FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2741,MAJOR IONS BY OES: FILTERED SAMPLES ANALYZED BY DIRECT ASPIRATION.,IONS MAJEURS PAR OES : LES ÉCHANTILLONS FILTRÉS SONT ANALYSÉS PAR ASPIRATION DIRECTE,,,,,,,,
100432,581,MAGNESIUM DISSOLVED/FILTERED,MAGNÉSIUM DISSOUS/FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2741,MAJOR IONS BY OES: FILTERED SAMPLES ANALYZED BY DIRECT ASPIRATION.,IONS MAJEURS PAR OES : LES ÉCHANTILLONS FILTRÉS SONT ANALYSÉS PAR ASPIRATION DIRECTE,,,,,,,,
100433,600,SODIUM DISSOLVED/FILTERED,SODIUM DISSOUS/FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2741,MAJOR IONS BY OES: FILTERED SAMPLES ANALYZED BY DIRECT ASPIRATION.,IONS MAJEURS PAR OES : LES ÉCHANTILLONS FILTRÉS SONT ANALYSÉS PAR ASPIRATION DIRECTE,,,,,,,,
100434,565,POTASSIUM DISSOLVED/FILTERED,POTASSIUM DISSOUS/FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2741,MAJOR IONS BY OES: FILTERED SAMPLES ANALYZED BY DIRECT ASPIRATION.,IONS MAJEURS PAR OES : LES ÉCHANTILLONS FILTRÉS SONT ANALYSÉS PAR ASPIRATION DIRECTE,,,,,,,,
100435,406,CALCIUM EXTRACTABLE/UNFILTERED,CALCIUM EXTRACTIBLE/NON FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2742,MAJOR IONS BY OES: UNFILTERED SAMPLES ANALYZED BY DIRECT ASPIRATION.,IONS MAJEURS PAR OES : LES ÉCHANTILLONS NON- FILTRÉS SONT ANALYSÉS PAR ASPIRATION DIRECTE,,,,,,,,
100436,583,MAGNESIUM EXTRACTABLE/UNFILTERED,MAGNÉSIUM EXTRACTIBLE/NON FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2742,MAJOR IONS BY OES: UNFILTERED SAMPLES ANALYZED BY DIRECT ASPIRATION.,IONS MAJEURS PAR OES : LES ÉCHANTILLONS NON- FILTRÉS SONT ANALYSÉS PAR ASPIRATION DIRECTE,,,,,,,,
100437,2630,SODIUM EXTRACTABLE/UNFILTERED,SODIUM EXTRACTIBLE/NON FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2742,MAJOR IONS BY OES: UNFILTERED SAMPLES ANALYZED BY DIRECT ASPIRATION.,IONS MAJEURS PAR OES : LES ÉCHANTILLONS NON- FILTRÉS SONT ANALYSÉS PAR ASPIRATION DIRECTE,,,,,,,,
100438,2631,POTASSIUM EXTRACTABLE/UNFILTERED,POTASSIUM EXTRACTIBLE/NON FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2742,MAJOR IONS BY OES: UNFILTERED SAMPLES ANALYZED BY DIRECT ASPIRATION.,IONS MAJEURS PAR OES : LES ÉCHANTILLONS NON- FILTRÉS SONT ANALYSÉS PAR ASPIRATION DIRECTE,,,,,,,,
100448,391,BERYLLIUM DISSOLVED,BÉRYLLIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2816,"METALS, DISSOLVED: FILTERED SAMPLES ARE ANALYSED BY ICP",MÉTAUX DISSOUS: LES ÉCHANTILLONS FILTRÉS SONT ANALYSÉS PAR ICP,,,,,,,,
100450,370,ALUMINUM DISSOLVED,ALUMINIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2816,"METALS, DISSOLVED: FILTERED SAMPLES ARE ANALYSED BY ICP",MÉTAUX DISSOUS: LES ÉCHANTILLONS FILTRÉS SONT ANALYSÉS PAR ICP,,,,,,,,
100451,876,VANADIUM DISSOLVED,VANADIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2816,"METALS, DISSOLVED: FILTERED SAMPLES ARE ANALYSED BY ICP",MÉTAUX DISSOUS: LES ÉCHANTILLONS FILTRÉS SONT ANALYSÉS PAR ICP,,,,,,,,
100452,460,CHROMIUM DISSOLVED,CHROME DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2816,"METALS, DISSOLVED: FILTERED SAMPLES ARE ANALYSED BY ICP",MÉTAUX DISSOUS: LES ÉCHANTILLONS FILTRÉS SONT ANALYSÉS PAR ICP,,,,,,,,
100453,588,MANGANESE DISSOLVED,MANGANÈSE DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2816,"METALS, DISSOLVED: FILTERED SAMPLES ARE ANALYSED BY ICP",MÉTAUX DISSOUS: LES ÉCHANTILLONS FILTRÉS SONT ANALYSÉS PAR ICP,,,,,,,,
100454,453,COBALT DISSOLVED,COBALT DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2816,"METALS, DISSOLVED: FILTERED SAMPLES ARE ANALYSED BY ICP",MÉTAUX DISSOUS: LES ÉCHANTILLONS FILTRÉS SONT ANALYSÉS PAR ICP,,,,,,,,
100455,607,NICKEL DISSOLVED,NICKEL DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2816,"METALS, DISSOLVED: FILTERED SAMPLES ARE ANALYSED BY ICP",MÉTAUX DISSOUS: LES ÉCHANTILLONS FILTRÉS SONT ANALYSÉS PAR ICP,,,,,,,,
100456,467,COPPER DISSOLVED,CUIVRE DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2816,"METALS, DISSOLVED: FILTERED SAMPLES ARE ANALYSED BY ICP",MÉTAUX DISSOUS: LES ÉCHANTILLONS FILTRÉS SONT ANALYSÉS PAR ICP,,,,,,,,
100457,887,ZINC DISSOLVED,ZINC DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2816,"METALS, DISSOLVED: FILTERED SAMPLES ARE ANALYSED BY ICP",MÉTAUX DISSOUS: LES ÉCHANTILLONS FILTRÉS SONT ANALYSÉS PAR ICP,,,,,,,,
100459,376,ARSENIC DISSOLVED,ARSENIC DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2816,"METALS, DISSOLVED: FILTERED SAMPLES ARE ANALYSED BY ICP",MÉTAUX DISSOUS: LES ÉCHANTILLONS FILTRÉS SONT ANALYSÉS PAR ICP,,,,,,,,
100460,779,SELENIUM DISSOLVED,SÉLÉNIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2816,"METALS, DISSOLVED: FILTERED SAMPLES ARE ANALYSED BY ICP",MÉTAUX DISSOUS: LES ÉCHANTILLONS FILTRÉS SONT ANALYSÉS PAR ICP,,,,,,,,
100463,593,MOLYBDENUM DISSOLVED,MOLYBDÈNE DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2816,"METALS, DISSOLVED: FILTERED SAMPLES ARE ANALYSED BY ICP",MÉTAUX DISSOUS: LES ÉCHANTILLONS FILTRÉS SONT ANALYSÉS PAR ICP,,,,,,,,
100464,348,SILVER DISSOLVED,ARGENT DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2816,"METALS, DISSOLVED: FILTERED SAMPLES ARE ANALYSED BY ICP",MÉTAUX DISSOUS: LES ÉCHANTILLONS FILTRÉS SONT ANALYSÉS PAR ICP,,,,,,,,
100465,409,CADMIUM DISSOLVED,CADMIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2816,"METALS, DISSOLVED: FILTERED SAMPLES ARE ANALYSED BY ICP",MÉTAUX DISSOUS: LES ÉCHANTILLONS FILTRÉS SONT ANALYSÉS PAR ICP,,,,,,,,
100466,763,ANTIMONY DISSOLVED,ANTIMOINE DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2816,"METALS, DISSOLVED: FILTERED SAMPLES ARE ANALYSED BY ICP",MÉTAUX DISSOUS: LES ÉCHANTILLONS FILTRÉS SONT ANALYSÉS PAR ICP,,,,,,,,
100469,859,THALLIUM DISSOLVED,THALLIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2816,"METALS, DISSOLVED: FILTERED SAMPLES ARE ANALYSED BY ICP",MÉTAUX DISSOUS: LES ÉCHANTILLONS FILTRÉS SONT ANALYSÉS PAR ICP,,,,,,,,
100470,678,LEAD DISSOLVED,PLOMB DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2816,"METALS, DISSOLVED: FILTERED SAMPLES ARE ANALYSED BY ICP",MÉTAUX DISSOUS: LES ÉCHANTILLONS FILTRÉS SONT ANALYSÉS PAR ICP,,,,,,,,
100472,2729,URANIUM DISSOLVED,URANIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2816,"METALS, DISSOLVED: FILTERED SAMPLES ARE ANALYSED BY ICP",MÉTAUX DISSOUS: LES ÉCHANTILLONS FILTRÉS SONT ANALYSÉS PAR ICP,,,,,,,,
100473,575,LITHIUM EXTRACTABLE,LITHIUM EXTRACTIBLE,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2817,"METALS, EXTRACTABLE: PRESERVED SAMPLES ARE ANALYSED BY ICP-MS",MÉTAUX EXTRACTIBLES : LES ÉCHANTILLONS PRÉSERVÉS SONT ANALYSÉS PAR ICP-MS,,,,,,,,
100474,392,BERYLLIUM EXTRACTABLE,BÉRYLLIUM EXTRACTIBLE,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2817,"METALS, EXTRACTABLE: PRESERVED SAMPLES ARE ANALYSED BY ICP-MS",MÉTAUX EXTRACTIBLES : LES ÉCHANTILLONS PRÉSERVÉS SONT ANALYSÉS PAR ICP-MS,,,,,,,,
100475,400,BORON EXTRACTABLE,BORE EXTRACTIBLE,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2817,"METALS, EXTRACTABLE: PRESERVED SAMPLES ARE ANALYSED BY ICP-MS",MÉTAUX EXTRACTIBLES : LES ÉCHANTILLONS PRÉSERVÉS SONT ANALYSÉS PAR ICP-MS,,,,,,,,
100477,877,VANADIUM EXTRACTABLE,VANADIUM EXTRACTIBLE,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2817,"METALS, EXTRACTABLE: PRESERVED SAMPLES ARE ANALYSED BY ICP-MS",MÉTAUX EXTRACTIBLES : LES ÉCHANTILLONS PRÉSERVÉS SONT ANALYSÉS PAR ICP-MS,,,,,,,,
100478,461,CHROMIUM EXTRACTABLE,CHROME EXTRACTIBLE,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2817,"METALS, EXTRACTABLE: PRESERVED SAMPLES ARE ANALYSED BY ICP-MS",MÉTAUX EXTRACTIBLES : LES ÉCHANTILLONS PRÉSERVÉS SONT ANALYSÉS PAR ICP-MS,,,,,,,,
100479,589,MANGANESE EXTRACTABLE,MANGANÈSE EXTRACTIBLE,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2817,"METALS, EXTRACTABLE: PRESERVED SAMPLES ARE ANALYSED BY ICP-MS",MÉTAUX EXTRACTIBLES : LES ÉCHANTILLONS PRÉSERVÉS SONT ANALYSÉS PAR ICP-MS,,,,,,,,
100480,454,COBALT EXTRACTABLE,COBALT EXTRACTIBLE,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2817,"METALS, EXTRACTABLE: PRESERVED SAMPLES ARE ANALYSED BY ICP-MS",MÉTAUX EXTRACTIBLES : LES ÉCHANTILLONS PRÉSERVÉS SONT ANALYSÉS PAR ICP-MS,,,,,,,,
100481,608,NICKEL EXTRACTABLE,NICKEL EXTRACTIBLE,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2817,"METALS, EXTRACTABLE: PRESERVED SAMPLES ARE ANALYSED BY ICP-MS",MÉTAUX EXTRACTIBLES : LES ÉCHANTILLONS PRÉSERVÉS SONT ANALYSÉS PAR ICP-MS,,,,,,,,
100482,468,COPPER EXTRACTABLE,CUIVRE EXTRACTIBLE,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2817,"METALS, EXTRACTABLE: PRESERVED SAMPLES ARE ANALYSED BY ICP-MS",MÉTAUX EXTRACTIBLES : LES ÉCHANTILLONS PRÉSERVÉS SONT ANALYSÉS PAR ICP-MS,,,,,,,,
100483,888,ZINC EXTRACTABLE,ZINC EXTRACTIBLE,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2817,"METALS, EXTRACTABLE: PRESERVED SAMPLES ARE ANALYSED BY ICP-MS",MÉTAUX EXTRACTIBLES : LES ÉCHANTILLONS PRÉSERVÉS SONT ANALYSÉS PAR ICP-MS,,,,,,,,
100484,2843,"GALLIUM, EXTRACTABLE - GA","GALLIUM, EXTRACTIBLE - GA",METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2817,"METALS, EXTRACTABLE: PRESERVED SAMPLES ARE ANALYSED BY ICP-MS",MÉTAUX EXTRACTIBLES : LES ÉCHANTILLONS PRÉSERVÉS SONT ANALYSÉS PAR ICP-MS,,,,,,,,
100487,2844,"RUBIDIUM, EXTRACTABLE - RB","RUBIDIUM, EXTRACTIBLE - RB",METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2817,"METALS, EXTRACTABLE: PRESERVED SAMPLES ARE ANALYSED BY ICP-MS",MÉTAUX EXTRACTIBLES : LES ÉCHANTILLONS PRÉSERVÉS SONT ANALYSÉS PAR ICP-MS,,,,,,,,
100488,820,STRONTIUM EXTRACTABLE,STRONTIUM EXTRACTIBLE,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2817,"METALS, EXTRACTABLE: PRESERVED SAMPLES ARE ANALYSED BY ICP-MS",MÉTAUX EXTRACTIBLES : LES ÉCHANTILLONS PRÉSERVÉS SONT ANALYSÉS PAR ICP-MS,,,,,,,,
100490,349,SILVER EXTRACTABLE,ARGENT EXTRACTIBLE,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2817,"METALS, EXTRACTABLE: PRESERVED SAMPLES ARE ANALYSED BY ICP-MS",MÉTAUX EXTRACTIBLES : LES ÉCHANTILLONS PRÉSERVÉS SONT ANALYSÉS PAR ICP-MS,,,,,,,,
100491,410,CADMIUM EXTRACTABLE,CADMIUM EXTRACTIBLE,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2817,"METALS, EXTRACTABLE: PRESERVED SAMPLES ARE ANALYSED BY ICP-MS",MÉTAUX EXTRACTIBLES : LES ÉCHANTILLONS PRÉSERVÉS SONT ANALYSÉS PAR ICP-MS,,,,,,,,
100493,387,BARIUM EXTRACTABLE,BARYUM EXTRACTIBLE,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2817,"METALS, EXTRACTABLE: PRESERVED SAMPLES ARE ANALYSED BY ICP-MS",MÉTAUX EXTRACTIBLES : LES ÉCHANTILLONS PRÉSERVÉS SONT ANALYSÉS PAR ICP-MS,,,,,,,,
100494,2845,LANTHANUM EXTRACTABLE,LANTHANE EXTRACTIBLE,RARE EARTH,TERRES RARES,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2817,"METALS, EXTRACTABLE: PRESERVED SAMPLES ARE ANALYSED BY ICP-MS",MÉTAUX EXTRACTIBLES : LES ÉCHANTILLONS PRÉSERVÉS SONT ANALYSÉS PAR ICP-MS,,,,,,,,
100495,860,THALLIUM EXTRACTABLE,THALLIUM EXTRACTIBLE,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2817,"METALS, EXTRACTABLE: PRESERVED SAMPLES ARE ANALYSED BY ICP-MS",MÉTAUX EXTRACTIBLES : LES ÉCHANTILLONS PRÉSERVÉS SONT ANALYSÉS PAR ICP-MS,,,,,,,,
100496,679,LEAD EXTRACTABLE,PLOMB EXTRACTIBLE,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2817,"METALS, EXTRACTABLE: PRESERVED SAMPLES ARE ANALYSED BY ICP-MS",MÉTAUX EXTRACTIBLES : LES ÉCHANTILLONS PRÉSERVÉS SONT ANALYSÉS PAR ICP-MS,,,,,,,,
100498,2733,URANIUM EXTRACTABLE,URANIUM EXTRACTIBLE,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2817,"METALS, EXTRACTABLE: PRESERVED SAMPLES ARE ANALYSED BY ICP-MS",MÉTAUX EXTRACTIBLES : LES ÉCHANTILLONS PRÉSERVÉS SONT ANALYSÉS PAR ICP-MS,,,,,,,,
100499,2766,"POTASSIUM, FILTERED","POTASSIUM, FILTRÉ",MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2854,ANALYSIS OF POTASSIUM AND SODIUM IN FILTERED SAMPLE BY AAS  (M. IONS),ANALYSE DU POTASSIUM ET DU SODIUM DANS DES ÉCHANTILLONS FILTRÉS PAR AAS (IONS MAJEURS),,,,,,,,
100500,2767,"SODIUM, FILTERED","SODIUM, FILTRÉ",MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2854,ANALYSIS OF POTASSIUM AND SODIUM IN FILTERED SAMPLE BY AAS  (M. IONS),ANALYSE DU POTASSIUM ET DU SODIUM DANS DES ÉCHANTILLONS FILTRÉS PAR AAS (IONS MAJEURS),,,,,,,,
100531,485,CARBON TOTAL INORGANIC,CARBONE INORGANIQUE TOTAL,CARBON,CARBONE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2695,ORGANIC AND INORGANIC CARBON  BY INFRARED ANALYSIS ON AN AUTOMATED SHIMADZU SYSTEM. PARTLY EMS CODE XCAL,CARBONE ORGANIQUE ET INORGANIQUE PAR ANALYSE INFRAROUGE UTILISANT UN SHIMADZU AUTOMATISÉ - CORRESPOND PARTIELLEMENT AU CODE EMS XCAL,,,,,,,,
100781,819,STRONTIUM DISSOLVED,STRONTIUM DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,,2725,"METALS, DISSOLVED: FILTERED AND PRESERVED SAMPLES ANALYZED BY ICP-AES.",MÉTAUX DISSOUS - ÉCHANTILLONS FILTRÉS ET PRÉSERVÉS ANALYSÉS PAR ICP-AES,,,,,,,,
100782,386,BARIUM DISSOLVED,BARYUM DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,,2725,"METALS, DISSOLVED: FILTERED AND PRESERVED SAMPLES ANALYZED BY ICP-AES.",MÉTAUX DISSOUS - ÉCHANTILLONS FILTRÉS ET PRÉSERVÉS ANALYSÉS PAR ICP-AES,,,,,,,,
100785,2696,MAGNESIUM DISSOLVED,MAGNÉSIUM DISSOUS,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2725,"METALS, DISSOLVED: FILTERED AND PRESERVED SAMPLES ANALYZED BY ICP-AES.",MÉTAUX DISSOUS - ÉCHANTILLONS FILTRÉS ET PRÉSERVÉS ANALYSÉS PAR ICP-AES,,,,,,,,
100787,876,VANADIUM DISSOLVED,VANADIUM DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2725,"METALS, DISSOLVED: FILTERED AND PRESERVED SAMPLES ANALYZED BY ICP-AES.",MÉTAUX DISSOUS - ÉCHANTILLONS FILTRÉS ET PRÉSERVÉS ANALYSÉS PAR ICP-AES,,,,,,,,
100788,2699,SODIUM DISSOLVED,SODIUM DISSOUS,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2725,"METALS, DISSOLVED: FILTERED AND PRESERVED SAMPLES ANALYZED BY ICP-AES.",MÉTAUX DISSOUS - ÉCHANTILLONS FILTRÉS ET PRÉSERVÉS ANALYSÉS PAR ICP-AES,,,,,,,,
100789,593,MOLYBDENUM DISSOLVED,MOLYBDÈNE DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2725,"METALS, DISSOLVED: FILTERED AND PRESERVED SAMPLES ANALYZED BY ICP-AES.",MÉTAUX DISSOUS - ÉCHANTILLONS FILTRÉS ET PRÉSERVÉS ANALYSÉS PAR ICP-AES,,,,,,,,
100790,370,ALUMINUM DISSOLVED,ALUMINIUM DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2725,"METALS, DISSOLVED: FILTERED AND PRESERVED SAMPLES ANALYZED BY ICP-AES.",MÉTAUX DISSOUS - ÉCHANTILLONS FILTRÉS ET PRÉSERVÉS ANALYSÉS PAR ICP-AES,,,,,,,,
